bloco;y;x;id;vulgar;cient;familia;nome;classif;c7;c10;c13;c16;coordx;coordy;fuste7;fuste10;fuste13;st7;st10;st13;fito7;fito10;fito13;copa7;copa10;copa13;obs
I3;17;22;I3/116A;Pinus;Pinus taeda L.;Pinaceae;Pintae;Exótica;53,99999999;84,20000001;111,4;124,5;677172;7184217;2;2;2;3;3;3;2;2;3;3;3;3;
C3;40;23;C3/23A;Guavirova-de-porco;Campomanesia guaviroba (DC.) Kiaersk.;Myrtaceae;Camgua;St;45,5;47,1;49,59999999;55;676873;7184240;2;2;;3;3;2;3;3;3;3;2;2;
F9;12,1;35;F9/138A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;47,90000001;48,29999999;49,09999999;49,09999999;677035;7184512,1;1;1;41;2;2;1;1;15;3;1;1;3;
F7;25,7;28;F7/136A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,39999999;33,89999999;35,60000001;35,60000001;677028;7184425,7;2;2;2;2;2;2;3;3;3;3;3;1;
E5;3,2;9;E5/3A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;68,90000001;69,99999999;72,60000001;75,50000001;676959;7184303,2;1;1;;2;2;2;2;2;3;3;3;3;
H4;44,2;25;H4/105A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;37,99999998;41,40000001;44,50000002;50;677125;7184294,2;2;2;1;3;3;2;2;35;3;3;3;3;
G7;43;24,5;G7/121A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;36,8;36,8;36,50000001;36,50000001;677074,5;7184443;41;41;42;3;3;1;2;25;3;2;2;3;
E6;29,1;36,5;E6/147A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,99999999;36,59999999;37,20000001;38,50000001;676986,5;7184379,1;2;1;;1;2;1;3;3;3;3;3;3;
J3;38,3;17;J3/25A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;84,39999999;84,39999999;;;677217;7184238,3;43;;;1;;;3;4;4;1;;;
E9;7,8;34;E9/112A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;45,99999999;51,00000001;53,29999999;53,70000001;676984;7184507,8;1;1;;3;2;2;3;3;3;3;2;2;
F5;19;13;F5/51A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;34;34,30000001;;;677013;7184319;2;2;;1;1;;2;1;4;1;1;;
G6;44;47;G6/203A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;54,2;54,3;54,40000001;54,50000001;677097;7184394;3;3;1;3;3;2;3;3;3;3;3;3;
E4;11,8;36;E4/138A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;56,99999999;58,10000001;59,4;60,7;676986;7184261,8;2;2;;2;2;2;1;5;2;2;3;2;
E7;39,2;3,5;E7/35A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;37,10000001;40,99999999;43,89999999;47,40000002;676953,5;7184439,2;2;2;;2;2;2;3;3;3;3;3;3;
F5;36,7;3,5;F5/22A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;53,70000001;55,8;58,49999999;61,19999999;677003,5;7184336,7;42;42;1;3;3;2;3;3;3;2;3;2;
D7;14,5;47,5;D7/132A;Citronella paniculata;Citronella paniculata (Mart.) R.A.Howard;Cardiopteridaceae;Citpan;St;40,5;41,69999999;44,69999999;47,49999999;676947,5;7184414,5;2;2;;2;2;1;3;3;3;3;3;3;
E5;46;31,5;E5/103A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;145,7;155,5;168,1;175,5;676981,5;7184346;2;3;;3;3;3;3;3;35;2;3;3;
G7;25;2,5;G7/230A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;;;;33,79999999;677052,5;7184425;;;;;;;;;;;;;
D8;37,5;47,5;D8/139A;Corticeira;Erythrina falcata Benth.;Fabaceae;Eryfal;Si;90,99999999;98,19999999;102,7;108;676947,5;7184487,5;2;4;;3;2;2;2;3;3;3;3;3;
D8;41,5;35;D8/100A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;62,3;62,3;63;63;676935;7184491,5;2;2;;2;1;1;1;5;25;2;1;2;
H7;15,9;2,5;H7/12A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;36,69999999;37,6;37,99999998;39;677102,5;7184415,9;1;1;2;2;2;2;3;3;3;3;3;3;
E8;40,3;16,3;E8/143A;Ni;Ni;Ni;Ni;Ni;;;34;40,00000001;676966,3;7184490,3;;;2;;;1;;;25;;;2;
C5;48,5;33;C5/102A;Ni;Ni;Ni;Ni;Ni;;;;33,50000001;676883;7184348,5;;;;;;;;;;;;;
I5;32,1;14;I5/164A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;;;36,59999999;38,60000001;677164;7184332,1;;;42;;;2;;;3;;;3;
G7;35,2;27,5;G7/113A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;46,50000001;46,50000001;46,19999999;;677077,5;7184435,2;1;1;1;1;1;1;2;2;15;3;3;14;
H7;16,7;20;H7/173A;Coutarea hexandra;Coutarea hexandra (Jacq.) K.Schum.;Rubiaceae;Couhex;Si;;35,4;43,60000001;48,10000001;677120;7184416,7;;2;2;;2;2;;3;3;;3;3;
I3;48,3;19,5;I3/29A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;31,59999999;32,70000001;33,50000001;33,50000001;677169,5;7184248,3;2;2;2;2;2;2;3;3;3;3;3;3;
D9;46,8;20,5;D9/76A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;32,20000002;32,20000002;;;676920,5;7184546,8;1;;;1;;;2;4;4;1;;;
D7;27,1;34,5;D7/103B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;38,60000001;41,79999999;44,30000001;45,39999999;676934,5;7184427,1;2;41;;2;2;2;3;5;35;1;1;3;
G8;41;18;G8/55B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;48,00000001;51,5;53,80000001;56,60000001;677068;7184491;2;2;2;3;3;2;3;3;3;3;3;3;
F5;12,5;3;F5/5A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;31,9;32,29999999;34,59999999;35,70000001;677003;7184312,5;43;43;4;1;2;2;3;35;35;1;2;1;
I6;16,6;38;I6/126A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;41,09999999;45,29999999;49,69999999;52;677188;7184366,6;2;2;2;2;2;3;3;5;3;2;2;3;
A5;38,6;42;A5/14B;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;42;45,5;49,79999999;61,70000001;676792;7184338,6;1;1;;2;2;2;3;5;3;2;2;2;
G7;43,2;46,3;G7/202A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;67,2;67,2;;;677096,3;7184443,2;2;2;;3;3;;2;25;4;3;2;;
F6;18,7;33,5;F6/161A;Cerejeira-do-mato;Eugenia involucrata DC.;Myrtaceae;Euginv;C;34,1;35,29999999;36,50000001;37;677033,5;7184368,7;2;2;4;2;2;2;3;3;3;2;2;1;
H5;0;15,5;H5/206A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;;33,69999999;36,59999999;40,29999999;677115,5;7184300;;;2;;2;2;;3;3;;3;3;
I6;42,7;38;I6/94A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;104,7;115;126;138,2;677188;7184392,7;3;3;3;3;3;3;1;35;5;3;3;3;
E6;44;25;E6/119A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;33,09999999;33,60000001;34,7;35,80000001;676975;7184394;1;1;;1;2;2;3;5;3;2;3;3;
G7;31;12;G7/56A;Bugreiro;Lithraea brasiliensis Marchand;Anacardiaceae;Litbra;P;46,09999999;51,60000001;56,00000001;60;677062;7184431;2;2;42;3;3;2;3;3;35;3;3;3;
B7;1,6;35;B7/39A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37;37;37,6;38,19999999;676835;7184401,6;2;2;;2;1;2;2;1;3;2;2;3;
E6;21,5;46;E6/196A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,49999999;38,4;39,7;39,7;676996;7184371,5;2;42;;2;2;2;3;3;35;2;3;3;
F2;48;22;F2/107A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;45,5;47,49999999;48,5;52,49999999;677022;7184198;3;3;3;1;2;2;3;3;3;2;3;3;
H4;8,5;48;H4/154A;Coração de bugre;Maytenus evonymoides Reissek;Celastraceae;Mayevo;St;39,7;41,2;53,80000001;53,80000001;677148;7184258,5;1;1;1;2;2;2;2;2;3;3;3;3;
D5;17,1;16,5;D5/72A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;70,69999999;71,20000001;71;71,39999999;676916,5;7184317,1;2;41;;3;2;2;3;3;3;2;3;3;
E3;8;15,5;E3/179A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;;34,49999999;35,10000002;35,10000002;676965,5;7184208;;41;2;;1;1;;5;3;;2;2;
G6;44,3;0,8;G6/35A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;42,49999999;43,00000001;42,7;;677050,8;7184394,3;2;2;2;3;3;2;3;3;25;2;2;14;
A5;30,4;25,5;A5/107A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;40,39999999;40,39999999;40,89999998;40,89999998;676775,5;7184330,4;1;41;;2;2;2;2;5;35;1;1;3;
H5;22,9;40,5;H5/170A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;42,7;50,6;54,50000001;59,50000001;677140,5;7184322,9;3;3;2;3;3;2;3;5;3;3;3;3;
G7;43;24,5;G7/121A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;36,8;36,8;36,50000001;36,50000001;677074,5;7184443;41;41;42;3;3;1;2;25;3;2;2;3;
B6;15,6;35,5;B6/138A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;33,50000001;35,10000002;36,1;36,50000001;676835,5;7184365,6;3;2;;2;1;1;;;3;3;3;3;
F8;0,5;46;F8/192B;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;42,8;42,8;42,8;42,8;677046;7184450,5;2;2;2;2;2;2;3;3;3;3;3;3;
E7;3,7;18;E7/69A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;39,49999999;43,70000001;48,19999999;52,1;676968;7184403,7;2;1;;3;2;2;3;3;3;3;3;3;
I4;11,7;16;I4/73A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;33,79999999;37,39999999;44,40000001;49,50000001;677166;7184261,7;2;2;2;2;2;2;3;3;3;2;2;3;
G6;29;12;G6/56A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;48,4;48,4;;;677062;7184379;4;4;;2;2;;2;4;4;2;2;;
E7;25,2;27,2;E7/110B;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;;;;32,10000001;676977,2;7184425,2;;;;;;;;;;;;;
D5;32,7;44;D5/152A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;51,09999999;53,5;56,99999999;60,30000001;676944;7184332,7;2;1;;2;2;2;3;5;3;2;3;3;
H3;35,5;26;H3/86A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;41,2;41,2;41,2;41,60000001;677126;7184235,5;2;2;3;1;1;1;1;1;1;2;2;3;
E3;39,6;23,5;E3/71A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;85,79999999;85,79999999;87,29999999;88,89999999;676973,5;7184239,6;2;1;;3;2;2;2;3;35;3;3;2;
J4;25,3;17,5;J4/62A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;38,50000001;38,89999999;38,89999999;38,89999999;677217,5;7184275,3;1;1;1;2;2;2;1;15;1;1;1;5;
E6;0,1;47;E6/177A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;54,69999999;61,00000001;69,29999999;78,40000001;676997;7184350,1;1;42;;2;2;2;3;3;3;3;3;2;
F8;25,4;45;F8/217C;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;52,40000001;52,40000001;52,2;52,8;677045;7184475,4;1;1;1;2;2;2;3;35;35;3;3;2;
C5;13,3;43;C5/84A;Ni;Ni;Ni;Ni;Ni;;40,00000001;;;676893;7184313,3;;41;;;1;;;5;4;;3;;
G7;3,3;49,5;G7/175A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,29999999;37,29999999;37,29999999;;677099,5;7184403,3;2;2;2;3;3;1;3;3;3;3;3;2;
G6;31,4;2;G6/236A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;32,99999999;677052;7184381,4;;;;;;;;;;;;;
A4;9,5;6,5;A4/154A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;;;;33,69999999;676756,5;7184259,5;;;;;;;;;;;;;
C6;28,7;17;C6/42A;Jacaranda;Dalbergia brasiliensis Vogel;Fabaceae;Dalbra;Si;34,7;35,89999999;39,30000001;;676867;7184378,7;1;1;;2;2;1;2;3;2;2;2;2;
B6;5,5;7,5;B6/4A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;45,39999999;47,49999999;49,79999999;51,4;676807,5;7184355,5;1;42;;2;1;1;3;3;3;3;2;3;
G6;50;26;G6/108A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;36,9;38,70000001;39,49999999;39,7;677076;7184400;2;2;2;2;2;1;2;2;35;3;3;3;
G1;39,5;17;G1/18A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;74;81;158;174,5;677067;7184139,5;2;3;42;3;3;3;3;3;3;3;3;3;
A5;25,6;28,5;A5/116A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;52,49999999;55,7;61,00000001;65,9;676778,5;7184325,6;1;1;;3;2;2;3;5;35;3;2;3;
C4;3,5;35;C4/35A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;;53,00000001;54,3;55,39999999;676885;7184253,5;;1;;;2;2;;5;25;;2;2;
I6;28,7;13,5;I6/40A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;50,6;50,6;51,3;51,3;677163,5;7184378,7;2;2;2;1;1;2;3;3;3;3;3;3;
F5;27,8;39;F5/96A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;38,70000001;40,29999999;41,09999999;41,2;677039;7184327,8;1;1;2;2;;1;3;;3;3;;3;
H8;16;17;H8/73A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;37,20000001;38,50000001;38,60000001;38,79999999;677117;7184466;1;1;41;2;2;1;3;3;1;3;3;2;
G2;44,3;40,7;G2/155A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;36,9;39,7;39,8;39,8;677090,7;7184194,3;42;42;42;2;2;2;3;3;35;3;1;3;
H5;48,8;33,5;H5/108A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;49,50000001;52;52,2;53,70000001;677133,5;7184348,8;2;2;2;3;3;2;3;3;3;3;3;3;
F2;38,5;33;F2/113A;Canela de raposa;Styrax leprosus Hook. & Arn.;Styracaceae;Stylep;Si;57,8;62,69999999;68,20000001;75,09999999;677033;7184188,5;3;3;3;3;3;2;3;3;3;3;3;3;
E5;44,1;3;E5/20A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;47,49999999;47,49999999;;;676953;7184344,1;1;;;2;;;2;4;4;1;;;
F8;16,5;13;F8/73A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;45,90000001;50,30000002;52,8;56,5;677013;7184466,5;3;3;3;2;2;2;3;3;3;2;2;2;
H2;37;33;H2/116A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;34,59999999;35,19999999;36,3;38,4;677133;7184187;2;2;1;2;2;2;3;3;3;3;3;3;
G6;28,5;26;G6/93A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;38,09999999;39,8;41,9;43,5;677076;7184378,5;2;2;2;2;2;1;3;3;35;3;3;2;
E7;15,3;32;E7/155A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;72,00000001;76,49999999;80,09999999;83,40000001;676982;7184415,3;1;1;;3;3;2;2;3;3;2;3;3;
H2;36,9;49;H2/172B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;34,8;37;37,80000001;39;677149;7184186,9;1;1;41;3;3;1;3;3;3;2;2;2;
D9;7;38;D9/120A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;38,70000001;39,7;41,40000001;41,40000001;676938;7184507;2;2;;2;2;1;2;3;3;2;2;2;
F1;27,8;22,5;F1/49B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;44,1;49,40000001;52,9;54,40000001;677022,5;7184127,8;41;41;41;3;2;2;3;2;2;2;2;2;
H7;3,7;14,5;H7/60A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;100,6;105,1;108,8;110,5;677114,5;7184403,7;42;42;42;3;3;2;3;3;3;3;3;3;
G8;4,4;27,5;G8/94A;Caqui-Japonês;Diospyros kaki L.f.;Ebenaceae;Diokak;Exótica;46,79999999;47,7;47,7;48,6;677077,5;7184454,4;42;42;1;2;2;1;3;3;3;1;1;2;
F9;11,8;25;F9/83A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;49,69999999;49,69999999;49,69999999;49,69999999;677025;7184511,8;1;1;1;1;1;2;3;3;35;2;2;1;
I5;27,5;11;I5/41A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;34,59999999;36,3;37,99999998;40,39999999;677161;7184327,5;2;2;2;2;2;2;3;3;3;3;3;3;
F3;33,1;22,5;F3/84A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;81;90,5;97,49999999;105,2;677022,5;7184233,1;3;3;2;2;3;3;3;3;3;3;3;3;
D6;19,2;46;D6/145A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;40,80000001;43,99999999;46,60000001;49,9;676946;7184369,2;2;3;;2;2;2;3;3;35;2;3;3;
G6;26,7;35,5;G6/133B;Dasyphyllum brasiliense;Dasyphyllum brasiliense (Spreng.) Cabrera;Asteraceae;Dasbra;P;81,1;81,1;81,1;81;677085,5;7184376,7;2;2;1;3;2;2;3;3;25;3;3;14;
E3;7;38;E3/109A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;55,49999999;62,40000001;69,80000001;74,39999999;676988;7184207;2;4;;2;2;2;3;5;3;3;3;3;
G9;22,5;5;G9/19A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;32,80000001;35,99999999;39;42,39999999;677055;7184522,5;2;2;2;2;2;1;3;3;3;3;3;3;
I3;45,1;0,1;I3/26A;Capororoca;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;Primulaceae;Myrcor;P;38,50000001;41,69999999;46,3;50,7;677150,1;7184245,1;2;2;2;3;3;2;3;3;3;3;3;3;
G8;25,3;19;G8/213A;Mamica-de-cadela;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;Rutaceae;Zankle;Si;37,90000001;46,89999999;53,29999999;54,09999999;677069;7184475,3;2;2;2;3;3;2;3;3;3;3;3;3;
A6;0,7;21,5;A6/87A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;42,8;45,5;46,3;52,30000001;676771,5;7184350,7;1;1;;3;2;1;3;3;3;2;2;2;
G3;16,5;20,5;G3/71A;Guaraperê;Lamanonia ternata Vell.;Cunoniaceae;Lamter;P;33,2;33,69999999;33,79999999;33,89999999;677070,5;7184216,5;2;2;1;2;2;2;2;2;3;1;1;3;
C5;3;26,5;C5/71A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;37,20000001;40,00000001;42,49999999;43,99999999;676876,5;7184303;2;4;;2;1;2;3;3;3;3;3;3;
E10;1,5;1,6;E10/1A;Dasyphyllum brasiliense;Dasyphyllum brasiliense (Spreng.) Cabrera;Asteraceae;Dasbra;P;47,8;47,8;;;676951,6;7184551,5;1;;;2;;;3;4;4;2;;;
D6;11,3;35,5;D6/129A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;86,49999998;88,50000001;90,99999999;93,00000002;676935,5;7184361,3;2;42;;2;2;2;3;3;3;3;2;3;
G7;47,3;7;G7/43A;Gomidesia;Myrcia palustris DC.;Myrtaceae;Myrpal;St;34,49999999;34,49999999;34,49999999;34,49999999;677057;7184447,3;3;3;2;1;1;1;3;3;2;2;2;2;
A3;45;43,4;A3/46A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;51,5;52,9;55,49999999;57,1;676793,4;7184245;1;2;;3;1;1;1;5;3;2;1;3;
F4;44;44;F4/115A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;32,5;32,5;32,5;32,5;677044;7184294;1;1;42;1;2;2;3;3;3;2;2;1;
F8;18;49,8;F8/216A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;32,10000001;32,10000001;31,49999998;31,59999999;677049,8;7184468;1;1;2;2;2;2;3;3;3;1;1;2;
E7;4,5;33,7;E7/264A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;;;;31,59999999;676983,7;7184404,5;;;;;;;;;;;;;
H4;0,8;15;H4/70A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;34,20000001;34,90000001;35,4;35,4;677115;7184250,8;2;2;1;2;2;2;3;5;3;2;2;3;
C6;39,6;46;C6/82A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;41,2;42;45,90000001;48,29999999;676896;7184389,6;3;3;;2;2;2;3;2;35;3;2;2;
F8;18;49,8;F8/216A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;32,10000001;32,10000001;31,49999998;31,59999999;677049,8;7184468;1;1;2;2;2;2;3;3;3;1;1;2;
G8;29;5,5;G8/209A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;72,00000001;76,20000001;81,30000001;82,6;677055,5;7184479;3;1;42;3;3;3;3;3;3;3;3;3;
I6;41,7;5,5;I6/23A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;64,4;64,70000001;64,99999999;65,50000002;677155,5;7184391,7;2;2;2;3;3;2;3;3;3;3;3;3;
I6;43,6;19,5;I6/31A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;32,6;32,6;;;677169,5;7184393,6;43;;;2;;;3;4;4;3;;;
H6;27,9;27,5;H6/106A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;168;175;185,4;195;677127,5;7184377,9;3;3;3;3;3;3;3;3;3;3;3;3;
D4;6,4;24,8;D4/221A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;40,70000001;41,40000001;45,6;48,19999999;676924,8;7184256,4;2;3;;2;2;2;3;3;3;3;3;3;
F6;5,7;33,3;F6/173A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;90,70000001;100,5;104,5;109,3;677033,3;7184355,7;3;3;2;3;;2;3;;5;3;;3;
G6;9,4;45;G6/162A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;39,40000001;42,90000001;45,6;49,3;677095;7184359,4;2;2;2;3;3;2;3;3;3;3;3;3;
G8;15,5;22,5;G8/104A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;48,19999999;50,49999999;53,6;56,5;677072,5;7184465,5;42;42;42;2;2;2;2;2;15;3;3;3;
A5;45,5;21;A5/92A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;43,19999999;47,49999999;50,80000001;55,20000001;676771;7184345,5;2;3;;3;2;2;3;3;3;3;3;3;
B4;5,5;10,2;B4/34A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;50,30000002;56,09999998;62,2;65,1;676810,2;7184255,5;3;;;3;;2;3;;3;2;;2;
H7;3,7;14,5;H7/60A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;100,6;105,1;108,8;110,5;677114,5;7184403,7;42;42;42;3;3;2;3;3;3;3;3;3;
E6;22,1;1;E6/18A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;35,00000001;35,60000001;38,79999999;42,39999999;676951;7184372,1;2;42;;2;2;1;3;5;3;3;3;3;
F3;11,3;49,3;F3/122A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;60,8;62,50000001;62,69999999;62,79999999;677049,3;7184211,3;3;3;2;1;2;2;3;25;3;3;2;3;
E4;6,3;5;E4/196A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;;;33,50000001;33,79999999;676955;7184256,3;;;3;;;1;;;3;;;3;
F8;2,2;13,5;F8/85A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;40,00000001;40,6;;;677013,5;7184452,2;4;4;;3;3;;3;3;4;3;3;;
D6;46,5;17,5;D6/43A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;71,49999999;74,5;77,99999999;79,10000001;676917,5;7184396,5;2;41;;3;2;3;3;3;3;3;3;3;
G6;9,3;49;G6/161A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;57,2;58,99999998;60,1;61,6;677099;7184359,3;3;3;3;3;3;3;3;3;3;3;3;3;
E4;14,8;23,5;E4/76A;Peloteiro;Aegiphila brachiata Vell.;Lamiaceae;Aegbra;P;57,8;57,8;;;676973,5;7184264,8;1;;;3;;;1;4;4;1;;;
E2;27,9;42;E2/16A;Eugenia multiovulata;Eugenia chlorophylla O.Berg;Myrtaceae;Eugchl;C;76,39999999;76,65486075;76,7176926;77,00000001;676992;7184177,9;43;4;;1;1;;1;2;4;3;3;;
B4;5,5;43,9;B4/4B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;51,89999999;51,89999999;52,2;52,2;676843,9;7184255,5;2;;;3;;2;2;;25;3;;3;
B4;13,8;40,4;B4/212A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;;;;31,59999999;676840,4;7184263,8;;;;;;;;;;;;;
